anchor,layer_index,delta_type,n_families,mean_delta_norm,median_delta_norm,min_delta_norm,max_delta_norm,std_delta_norm
end_of_evidence_block,7,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,7,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,7,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,7,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,8,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,8,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,8,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,8,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,8,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,8,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,8,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,9,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,9,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,9,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,9,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,9,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,9,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,9,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,10,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,10,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,10,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,10,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,10,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,10,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,10,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,11,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,11,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,11,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,11,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,11,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,11,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,11,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,12,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,12,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,12,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,12,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,12,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,12,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,12,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,13,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,13,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,13,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,13,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,13,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,13,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,13,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,14,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,14,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,14,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,14,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,14,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,14,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,14,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,15,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,15,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,15,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,15,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,15,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,15,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,15,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,16,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,16,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,16,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,16,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,16,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,16,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,16,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,17,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,17,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,17,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,17,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,17,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,17,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,17,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,18,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,18,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,18,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,18,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,18,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,18,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,18,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,19,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,19,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,19,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,19,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,19,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,19,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,19,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,20,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,20,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,20,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,20,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,20,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,20,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,20,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,21,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,21,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,21,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,21,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,21,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,21,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,21,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,22,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,22,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,22,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,22,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,22,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,22,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,22,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,23,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,23,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,23,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,23,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,23,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,23,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,23,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,24,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,24,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,24,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,24,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,24,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,24,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,24,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,25,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,25,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,25,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,25,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,25,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,25,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,25,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,26,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,26,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,26,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,26,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,26,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,26,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,26,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,27,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,27,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,27,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,27,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,27,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,27,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,27,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,28,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,28,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,28,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,28,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,28,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,28,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,28,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,29,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,29,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,29,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,29,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,29,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,29,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,29,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,30,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,30,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,30,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,30,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,30,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,30,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,30,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,31,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,31,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,31,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,31,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,31,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,31,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,31,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,32,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,32,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,32,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,32,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,32,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,32,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,32,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,33,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,33,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,33,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,33,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,33,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,33,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,33,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,34,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,34,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,34,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,34,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,34,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,34,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,34,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,35,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,35,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,35,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,35,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,35,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,35,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_evidence_block,35,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,0,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,0,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,0,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,0,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,0,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,0,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,0,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,1,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,1,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,1,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,1,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,1,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,1,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,1,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,2,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,2,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,2,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,2,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,2,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,2,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,2,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,3,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,3,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,3,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,3,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,3,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,3,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,3,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,4,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,4,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,4,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,4,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,4,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,4,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,4,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,5,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,5,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,5,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,5,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,5,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,5,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,5,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,6,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,6,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,6,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,6,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,6,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,6,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,6,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,7,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,7,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,7,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,7,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,7,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,7,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,7,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,8,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,8,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,8,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,8,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,8,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,8,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,8,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,9,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,9,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,9,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,9,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,9,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,9,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,9,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,10,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,10,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,10,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,10,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,10,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,10,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,10,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,11,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,11,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,11,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,11,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,11,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,11,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,11,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,12,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,12,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,12,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,12,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,12,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,12,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,12,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,13,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,13,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,13,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,13,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,13,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,13,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,13,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,14,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,14,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,14,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,14,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,14,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,14,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,14,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,15,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,15,distractor_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,15,emotional_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,15,false_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,15,false_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,15,true_belief_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,15,true_rationale_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
end_of_question_block,16,authority_pressure_delta,80,0.0,0.0,0.0,0.0,0.0
