label_scheme,source_condition,target_condition,layer,n_examples,n_families,balanced_accuracy,auroc,average_precision,f1,precision,recall,confusion_matrix_counts,baseline_balanced_accuracy,C_used
strict,evidence_emotional_pressure,evidence_emotional_pressure,35,19,19,0.894444,0.988889,0.988889,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,0,16,16,0.472727,0.454545,0.702872,0.600000,0.666667,0.545455,tn=2 fp=3 fn=5 tp=6,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,1,16,16,0.545455,0.818182,0.925895,0.166667,1.000000,0.090909,tn=5 fp=0 fn=10 tp=1,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,2,16,16,0.709091,0.745455,0.897745,0.818182,0.818182,0.818182,tn=3 fp=2 fn=2 tp=9,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,3,16,16,0.709091,0.854545,0.936152,0.818182,0.818182,0.818182,tn=3 fp=2 fn=2 tp=9,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,4,16,16,0.681818,0.854545,0.941414,0.533333,1.000000,0.363636,tn=5 fp=0 fn=7 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,5,16,16,0.500000,0.618182,0.843767,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,6,16,16,0.500000,0.563636,0.767789,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,7,16,16,0.400000,0.545455,0.698375,0.000000,0.000000,0.000000,tn=4 fp=1 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,8,16,16,0.500000,0.563636,0.752471,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,9,16,16,0.500000,0.581818,0.779924,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,10,16,16,0.400000,0.581818,0.719379,0.000000,0.000000,0.000000,tn=4 fp=1 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,11,16,16,0.500000,0.581818,0.724133,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,12,16,16,0.500000,0.527273,0.715891,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,13,16,16,0.500000,0.563636,0.757981,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,14,16,16,0.500000,0.763636,0.878071,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,15,16,16,0.500000,0.690909,0.862020,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,16,16,16,0.500000,0.581818,0.722626,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,17,16,16,0.718182,0.818182,0.904730,0.736842,0.875000,0.636364,tn=4 fp=1 fn=4 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,18,16,16,0.536364,0.709091,0.841539,0.400000,0.750000,0.272727,tn=4 fp=1 fn=8 tp=3,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,19,16,16,0.809091,0.763636,0.877903,0.857143,0.900000,0.818182,tn=4 fp=1 fn=2 tp=9,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,20,16,16,0.763636,0.800000,0.900846,0.800000,0.888889,0.727273,tn=4 fp=1 fn=3 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,21,16,16,0.909091,1.000000,1.000000,0.900000,1.000000,0.818182,tn=5 fp=0 fn=2 tp=9,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,22,16,16,0.854545,0.981818,0.992424,0.909091,0.909091,0.909091,tn=4 fp=1 fn=1 tp=10,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,23,16,16,0.809091,0.890909,0.963326,0.857143,0.900000,0.818182,tn=4 fp=1 fn=2 tp=9,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,24,16,16,0.863636,0.927273,0.972255,0.842105,1.000000,0.727273,tn=5 fp=0 fn=3 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,25,16,16,0.863636,0.981818,0.992424,0.842105,1.000000,0.727273,tn=5 fp=0 fn=3 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,26,16,16,0.863636,1.000000,1.000000,0.842105,1.000000,0.727273,tn=5 fp=0 fn=3 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,27,16,16,0.863636,1.000000,1.000000,0.842105,1.000000,0.727273,tn=5 fp=0 fn=3 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,28,16,16,0.909091,1.000000,1.000000,0.900000,1.000000,0.818182,tn=5 fp=0 fn=2 tp=9,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,29,16,16,0.863636,0.981818,0.992424,0.842105,1.000000,0.727273,tn=5 fp=0 fn=3 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,30,16,16,0.863636,0.981818,0.992424,0.842105,1.000000,0.727273,tn=5 fp=0 fn=3 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,31,16,16,0.863636,1.000000,1.000000,0.842105,1.000000,0.727273,tn=5 fp=0 fn=3 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,32,16,16,0.863636,1.000000,1.000000,0.842105,1.000000,0.727273,tn=5 fp=0 fn=3 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,33,16,16,0.772727,1.000000,1.000000,0.705882,1.000000,0.545455,tn=5 fp=0 fn=5 tp=6,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,34,16,16,0.727273,1.000000,1.000000,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_emotional_pressure,closed_context_false_belief_pressure,35,16,16,0.909091,1.000000,1.000000,0.900000,1.000000,0.818182,tn=5 fp=0 fn=2 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,0,28,28,0.625000,0.656250,0.446795,0.333333,0.250000,0.500000,tn=18 fp=6 fn=2 tp=2,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,1,28,28,0.479167,0.697917,0.335145,0.000000,0.000000,0.000000,tn=23 fp=1 fn=4 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,2,28,28,0.666667,0.770833,0.448810,0.333333,0.200000,1.000000,tn=8 fp=16 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,3,28,28,0.520833,0.885417,0.562500,0.258065,0.148148,1.000000,tn=1 fp=23 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,4,28,28,0.645833,0.812500,0.497222,0.320000,0.190476,1.000000,tn=7 fp=17 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,5,28,28,0.708333,0.864583,0.684066,0.363636,0.222222,1.000000,tn=10 fp=14 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,6,28,28,0.770833,0.822917,0.548810,0.500000,0.375000,0.750000,tn=19 fp=5 fn=1 tp=3,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,7,28,28,0.604167,0.687500,0.324134,0.333333,0.500000,0.250000,tn=23 fp=1 fn=3 tp=1,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,8,28,28,0.500000,0.645833,0.286973,0.000000,0.000000,0.000000,tn=24 fp=0 fn=4 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,9,28,28,0.479167,0.739583,0.315972,0.000000,0.000000,0.000000,tn=23 fp=1 fn=4 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,10,28,28,0.458333,0.781250,0.388889,0.000000,0.000000,0.000000,tn=22 fp=2 fn=4 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,11,28,28,0.458333,0.854167,0.441667,0.000000,0.000000,0.000000,tn=22 fp=2 fn=4 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,12,28,28,0.583333,0.885417,0.469444,0.285714,0.333333,0.250000,tn=22 fp=2 fn=3 tp=1,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,13,28,28,0.833333,0.833333,0.429762,0.666667,0.600000,0.750000,tn=22 fp=2 fn=1 tp=3,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,14,28,28,0.791667,0.770833,0.317262,0.444444,0.285714,1.000000,tn=14 fp=10 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,15,28,28,0.645833,0.656250,0.233313,0.320000,0.190476,1.000000,tn=7 fp=17 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,16,28,28,0.562500,0.750000,0.354121,0.275862,0.160000,1.000000,tn=3 fp=21 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,17,28,28,0.562500,0.739583,0.322222,0.275862,0.160000,1.000000,tn=3 fp=21 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,18,28,28,0.645833,0.760417,0.630952,0.320000,0.190476,1.000000,tn=7 fp=17 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,19,28,28,0.770833,0.927083,0.691667,0.421053,0.266667,1.000000,tn=13 fp=11 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,20,28,28,0.833333,0.968750,0.892857,0.500000,0.333333,1.000000,tn=16 fp=8 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,21,28,28,0.812500,1.000000,1.000000,0.470588,0.307692,1.000000,tn=15 fp=9 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,22,28,28,0.791667,0.989583,0.950000,0.444444,0.285714,1.000000,tn=14 fp=10 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,23,28,28,0.875000,1.000000,1.000000,0.571429,0.400000,1.000000,tn=18 fp=6 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,24,28,28,0.854167,0.979167,0.916667,0.533333,0.363636,1.000000,tn=17 fp=7 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,25,28,28,0.875000,1.000000,1.000000,0.571429,0.400000,1.000000,tn=18 fp=6 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,26,28,28,0.875000,1.000000,1.000000,0.571429,0.400000,1.000000,tn=18 fp=6 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,27,28,28,0.854167,1.000000,1.000000,0.533333,0.363636,1.000000,tn=17 fp=7 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,28,28,28,0.812500,1.000000,1.000000,0.470588,0.307692,1.000000,tn=15 fp=9 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,29,28,28,0.854167,1.000000,1.000000,0.533333,0.363636,1.000000,tn=17 fp=7 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,30,28,28,0.854167,1.000000,1.000000,0.533333,0.363636,1.000000,tn=17 fp=7 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,31,28,28,0.854167,1.000000,1.000000,0.533333,0.363636,1.000000,tn=17 fp=7 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,32,28,28,0.854167,1.000000,1.000000,0.533333,0.363636,1.000000,tn=17 fp=7 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,33,28,28,0.854167,1.000000,1.000000,0.533333,0.363636,1.000000,tn=17 fp=7 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,34,28,28,0.875000,1.000000,1.000000,0.571429,0.400000,1.000000,tn=18 fp=6 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_false_belief_pressure,35,28,28,0.812500,1.000000,1.000000,0.470588,0.307692,1.000000,tn=15 fp=9 fn=0 tp=4,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,0,19,19,0.483333,0.588889,0.598002,0.545455,0.461538,0.666667,tn=3 fp=7 fn=3 tp=6,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,1,19,19,0.450000,0.777778,0.670486,0.000000,0.000000,0.000000,tn=9 fp=1 fn=9 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,2,19,19,0.550000,0.777778,0.656469,0.666667,0.500000,1.000000,tn=1 fp=9 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,3,19,19,0.500000,0.611111,0.536664,0.642857,0.473684,1.000000,tn=0 fp=10 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,4,19,19,0.683333,0.666667,0.560257,0.666667,0.666667,0.666667,tn=7 fp=3 fn=3 tp=6,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,5,19,19,0.450000,0.477778,0.457650,0.000000,0.000000,0.000000,tn=9 fp=1 fn=9 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,6,19,19,0.500000,0.422222,0.501921,0.000000,0.000000,0.000000,tn=10 fp=0 fn=9 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,7,19,19,0.500000,0.377778,0.414399,0.000000,0.000000,0.000000,tn=10 fp=0 fn=9 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,8,19,19,0.500000,0.466667,0.465339,0.000000,0.000000,0.000000,tn=10 fp=0 fn=9 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,9,19,19,0.450000,0.544444,0.499401,0.000000,0.000000,0.000000,tn=9 fp=1 fn=9 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,10,19,19,0.400000,0.466667,0.455906,0.000000,0.000000,0.000000,tn=8 fp=2 fn=9 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,11,19,19,0.400000,0.600000,0.549842,0.000000,0.000000,0.000000,tn=8 fp=2 fn=9 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,12,19,19,0.400000,0.588889,0.529340,0.000000,0.000000,0.000000,tn=8 fp=2 fn=9 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,13,19,19,0.400000,0.544444,0.499958,0.000000,0.000000,0.000000,tn=8 fp=2 fn=9 tp=0,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,14,19,19,0.533333,0.555556,0.508572,0.571429,0.500000,0.666667,tn=4 fp=6 fn=3 tp=6,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,15,19,19,0.550000,0.711111,0.595045,0.666667,0.500000,1.000000,tn=1 fp=9 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,16,19,19,0.550000,0.633333,0.550132,0.666667,0.500000,1.000000,tn=1 fp=9 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,17,19,19,0.577778,0.677778,0.618122,0.555556,0.555556,0.555556,tn=6 fp=4 fn=4 tp=5,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,18,19,19,0.738889,0.744444,0.656063,0.736842,0.700000,0.777778,tn=7 fp=3 fn=2 tp=7,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,19,19,19,0.588889,0.644444,0.609124,0.636364,0.538462,0.777778,tn=4 fp=6 fn=2 tp=7,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,20,19,19,0.800000,0.766667,0.714886,0.818182,0.692308,1.000000,tn=6 fp=4 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,21,19,19,0.850000,0.911111,0.869172,0.857143,0.750000,1.000000,tn=7 fp=3 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,22,19,19,0.900000,0.911111,0.869172,0.900000,0.818182,1.000000,tn=8 fp=2 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,23,19,19,0.894444,0.955556,0.946781,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,24,19,19,0.744444,0.955556,0.965812,0.761905,0.666667,0.888889,tn=6 fp=4 fn=1 tp=8,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,25,19,19,0.850000,0.988889,0.988889,0.857143,0.750000,1.000000,tn=7 fp=3 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,26,19,19,0.850000,0.988889,0.988889,0.857143,0.750000,1.000000,tn=7 fp=3 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,27,19,19,0.800000,0.988889,0.988889,0.818182,0.692308,1.000000,tn=6 fp=4 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,28,19,19,0.550000,0.988889,0.988889,0.666667,0.500000,1.000000,tn=1 fp=9 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,29,19,19,0.600000,0.988889,0.988889,0.692308,0.529412,1.000000,tn=2 fp=8 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,30,19,19,0.600000,1.000000,1.000000,0.692308,0.529412,1.000000,tn=2 fp=8 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,31,19,19,0.600000,1.000000,1.000000,0.692308,0.529412,1.000000,tn=2 fp=8 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,32,19,19,0.600000,1.000000,1.000000,0.692308,0.529412,1.000000,tn=2 fp=8 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,33,19,19,0.600000,1.000000,1.000000,0.692308,0.529412,1.000000,tn=2 fp=8 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,34,19,19,0.550000,1.000000,1.000000,0.666667,0.500000,1.000000,tn=1 fp=9 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,evidence_emotional_pressure,35,19,19,0.600000,1.000000,1.000000,0.692308,0.529412,1.000000,tn=2 fp=8 fn=0 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,0,16,16,0.700000,0.654545,0.813030,0.880000,0.785714,1.000000,tn=2 fp=3 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,1,16,16,0.700000,0.781818,0.840956,0.880000,0.785714,1.000000,tn=2 fp=3 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,2,16,16,0.700000,0.672727,0.800582,0.880000,0.785714,1.000000,tn=2 fp=3 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,3,16,16,0.609091,0.581818,0.752712,0.782609,0.750000,0.818182,tn=2 fp=3 fn=2 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,4,16,16,0.654545,0.545455,0.693622,0.833333,0.769231,0.909091,tn=2 fp=3 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,5,16,16,0.700000,0.618182,0.795137,0.880000,0.785714,1.000000,tn=2 fp=3 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,6,16,16,0.609091,0.709091,0.852109,0.782609,0.750000,0.818182,tn=2 fp=3 fn=2 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,7,16,16,0.654545,0.636364,0.805959,0.833333,0.769231,0.909091,tn=2 fp=3 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,8,16,16,0.654545,0.600000,0.787561,0.833333,0.769231,0.909091,tn=2 fp=3 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,9,16,16,0.700000,0.490909,0.705635,0.880000,0.785714,1.000000,tn=2 fp=3 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,10,16,16,0.609091,0.490909,0.662777,0.782609,0.750000,0.818182,tn=2 fp=3 fn=2 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,11,16,16,0.609091,0.490909,0.655743,0.782609,0.750000,0.818182,tn=2 fp=3 fn=2 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,12,16,16,0.609091,0.581818,0.746147,0.782609,0.750000,0.818182,tn=2 fp=3 fn=2 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,13,16,16,0.654545,0.654545,0.833665,0.833333,0.769231,0.909091,tn=2 fp=3 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,14,16,16,0.609091,0.690909,0.864329,0.782609,0.750000,0.818182,tn=2 fp=3 fn=2 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,15,16,16,0.563636,0.709091,0.865529,0.727273,0.727273,0.727273,tn=2 fp=3 fn=3 tp=8,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,16,16,16,0.754545,0.763636,0.886393,0.869565,0.833333,0.909091,tn=3 fp=2 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,17,16,16,0.654545,0.781818,0.913869,0.833333,0.769231,0.909091,tn=2 fp=3 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,18,16,16,0.654545,0.836364,0.939910,0.833333,0.769231,0.909091,tn=2 fp=3 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,19,16,16,0.754545,0.800000,0.890617,0.869565,0.833333,0.909091,tn=3 fp=2 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,20,16,16,0.809091,0.909091,0.953604,0.857143,0.900000,0.818182,tn=4 fp=1 fn=2 tp=9,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,21,16,16,0.900000,1.000000,1.000000,0.956522,0.916667,1.000000,tn=4 fp=1 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,22,16,16,0.954545,0.981818,0.992424,0.952381,1.000000,0.909091,tn=5 fp=0 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,23,16,16,0.954545,1.000000,1.000000,0.952381,1.000000,0.909091,tn=5 fp=0 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,24,16,16,0.954545,1.000000,1.000000,0.952381,1.000000,0.909091,tn=5 fp=0 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,25,16,16,0.954545,1.000000,1.000000,0.952381,1.000000,0.909091,tn=5 fp=0 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,26,16,16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=5 fp=0 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,27,16,16,0.954545,1.000000,1.000000,0.952381,1.000000,0.909091,tn=5 fp=0 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,28,16,16,0.954545,1.000000,1.000000,0.952381,1.000000,0.909091,tn=5 fp=0 fn=1 tp=10,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,29,16,16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=5 fp=0 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,30,16,16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=5 fp=0 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,31,16,16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=5 fp=0 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,32,16,16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=5 fp=0 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,33,16,16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=5 fp=0 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,34,16,16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=5 fp=0 fn=0 tp=11,0.500000,1.0
strict,closed_context_false_belief_pressure,closed_context_false_belief_pressure,35,16,16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=5 fp=0 fn=0 tp=11,0.500000,1.0
