label_scheme,source_condition,target_condition,layer,n_examples,n_families,balanced_accuracy,auroc,average_precision,f1,precision,recall,confusion_matrix_counts,baseline_balanced_accuracy,C_used
strict,evidence_false_belief_pressure,evidence_false_belief_pressure,30,28,28,0.875000,1.000000,1.000000,0.857143,1.000000,0.750000,tn=24 fp=0 fn=1 tp=3,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_false_belief_pressure,31,28,28,0.875000,1.000000,1.000000,0.857143,1.000000,0.750000,tn=24 fp=0 fn=1 tp=3,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_false_belief_pressure,32,28,28,0.875000,1.000000,1.000000,0.857143,1.000000,0.750000,tn=24 fp=0 fn=1 tp=3,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_false_belief_pressure,33,28,28,0.875000,1.000000,1.000000,0.857143,1.000000,0.750000,tn=24 fp=0 fn=1 tp=3,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_false_belief_pressure,34,28,28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=24 fp=0 fn=0 tp=4,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_false_belief_pressure,35,28,28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=24 fp=0 fn=0 tp=4,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,0,19,19,0.500000,0.566667,0.557214,0.000000,0.000000,0.000000,tn=10 fp=0 fn=9 tp=0,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,1,19,19,0.561111,0.666667,0.676204,0.333333,0.666667,0.222222,tn=9 fp=1 fn=7 tp=2,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,2,19,19,0.450000,0.688889,0.647884,0.000000,0.000000,0.000000,tn=9 fp=1 fn=9 tp=0,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,3,19,19,0.611111,0.744444,0.783706,0.363636,1.000000,0.222222,tn=10 fp=0 fn=7 tp=2,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,4,19,19,0.500000,0.633333,0.654423,0.000000,0.000000,0.000000,tn=10 fp=0 fn=9 tp=0,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,5,19,19,0.561111,0.533333,0.636930,0.333333,0.666667,0.222222,tn=9 fp=1 fn=7 tp=2,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,6,19,19,0.500000,0.444444,0.578927,0.000000,0.000000,0.000000,tn=10 fp=0 fn=9 tp=0,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,7,19,19,0.500000,0.366667,0.543934,0.000000,0.000000,0.000000,tn=10 fp=0 fn=9 tp=0,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,8,19,19,0.500000,0.322222,0.430250,0.000000,0.000000,0.000000,tn=10 fp=0 fn=9 tp=0,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,9,19,19,0.555556,0.644444,0.669444,0.200000,1.000000,0.111111,tn=10 fp=0 fn=8 tp=1,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,10,19,19,0.555556,0.766667,0.760704,0.200000,1.000000,0.111111,tn=10 fp=0 fn=8 tp=1,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,11,19,19,0.611111,0.755556,0.756537,0.363636,1.000000,0.222222,tn=10 fp=0 fn=7 tp=2,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,12,19,19,0.611111,0.700000,0.709265,0.363636,1.000000,0.222222,tn=10 fp=0 fn=7 tp=2,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,13,19,19,0.611111,0.744444,0.772361,0.363636,1.000000,0.222222,tn=10 fp=0 fn=7 tp=2,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,14,19,19,0.644444,0.755556,0.739965,0.695652,0.571429,0.888889,tn=4 fp=6 fn=1 tp=8,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,15,19,19,0.550000,0.744444,0.751488,0.666667,0.500000,1.000000,tn=1 fp=9 fn=0 tp=9,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,16,19,19,0.622222,0.800000,0.806383,0.533333,0.666667,0.444444,tn=8 fp=2 fn=5 tp=4,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,17,19,19,0.666667,0.844444,0.858500,0.500000,1.000000,0.333333,tn=10 fp=0 fn=6 tp=3,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,18,19,19,0.722222,0.833333,0.867372,0.615385,1.000000,0.444444,tn=10 fp=0 fn=5 tp=4,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,19,19,19,0.722222,0.911111,0.928775,0.615385,1.000000,0.444444,tn=10 fp=0 fn=5 tp=4,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,20,19,19,0.777778,0.877778,0.880808,0.714286,1.000000,0.555556,tn=10 fp=0 fn=4 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,21,19,19,0.833333,0.966667,0.967452,0.800000,1.000000,0.666667,tn=10 fp=0 fn=3 tp=6,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,22,19,19,0.722222,0.977778,0.976543,0.615385,1.000000,0.444444,tn=10 fp=0 fn=5 tp=4,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,23,19,19,0.722222,0.955556,0.965812,0.615385,1.000000,0.444444,tn=10 fp=0 fn=5 tp=4,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,24,19,19,0.833333,1.000000,1.000000,0.800000,1.000000,0.666667,tn=10 fp=0 fn=3 tp=6,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,25,19,19,0.833333,1.000000,1.000000,0.800000,1.000000,0.666667,tn=10 fp=0 fn=3 tp=6,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,26,19,19,0.833333,1.000000,1.000000,0.800000,1.000000,0.666667,tn=10 fp=0 fn=3 tp=6,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,27,19,19,0.833333,1.000000,1.000000,0.800000,1.000000,0.666667,tn=10 fp=0 fn=3 tp=6,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,28,19,19,0.888889,1.000000,1.000000,0.875000,1.000000,0.777778,tn=10 fp=0 fn=2 tp=7,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,29,19,19,0.888889,1.000000,1.000000,0.875000,1.000000,0.777778,tn=10 fp=0 fn=2 tp=7,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,30,19,19,0.944444,1.000000,1.000000,0.941176,1.000000,0.888889,tn=10 fp=0 fn=1 tp=8,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,31,19,19,0.944444,1.000000,1.000000,0.941176,1.000000,0.888889,tn=10 fp=0 fn=1 tp=8,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,32,19,19,0.944444,1.000000,1.000000,0.941176,1.000000,0.888889,tn=10 fp=0 fn=1 tp=8,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,33,19,19,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=10 fp=0 fn=0 tp=9,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,34,19,19,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=10 fp=0 fn=0 tp=9,0.500000,1.0
strict,evidence_false_belief_pressure,evidence_emotional_pressure,35,19,19,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=10 fp=0 fn=0 tp=9,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,0,16,16,0.536364,0.581818,0.812260,0.400000,0.750000,0.272727,tn=4 fp=1 fn=8 tp=3,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,1,16,16,0.500000,0.672727,0.853922,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,2,16,16,0.500000,0.763636,0.887210,0.000000,0.000000,0.000000,tn=5 fp=0 fn=11 tp=0,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,3,16,16,0.727273,0.800000,0.918446,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,4,16,16,0.718182,0.745455,0.882226,0.736842,0.875000,0.636364,tn=4 fp=1 fn=4 tp=7,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,5,16,16,0.609091,0.672727,0.862831,0.782609,0.750000,0.818182,tn=2 fp=3 fn=2 tp=9,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,6,16,16,0.554545,0.636364,0.819052,0.800000,0.714286,0.909091,tn=1 fp=4 fn=1 tp=10,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,7,16,16,0.463636,0.509091,0.706704,0.695652,0.666667,0.727273,tn=1 fp=4 fn=3 tp=8,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,8,16,16,0.418182,0.454545,0.727228,0.636364,0.636364,0.636364,tn=1 fp=4 fn=4 tp=7,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,9,16,16,0.518182,0.618182,0.827245,0.666667,0.700000,0.636364,tn=2 fp=3 fn=4 tp=7,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,10,16,16,0.672727,0.618182,0.787382,0.666667,0.857143,0.545455,tn=4 fp=1 fn=5 tp=6,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,11,16,16,0.509091,0.509091,0.744583,0.750000,0.692308,0.818182,tn=1 fp=4 fn=2 tp=9,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,12,16,16,0.500000,0.709091,0.884506,0.814815,0.687500,1.000000,tn=0 fp=5 fn=0 tp=11,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,13,16,16,0.500000,0.727273,0.892266,0.814815,0.687500,1.000000,tn=0 fp=5 fn=0 tp=11,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,14,16,16,0.500000,0.727273,0.890704,0.814815,0.687500,1.000000,tn=0 fp=5 fn=0 tp=11,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,15,16,16,0.500000,0.709091,0.886375,0.814815,0.687500,1.000000,tn=0 fp=5 fn=0 tp=11,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,16,16,16,0.609091,0.727273,0.890704,0.782609,0.750000,0.818182,tn=2 fp=3 fn=2 tp=9,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,17,16,16,0.709091,0.745455,0.906577,0.818182,0.818182,0.818182,tn=3 fp=2 fn=2 tp=9,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,18,16,16,0.863636,0.781818,0.924759,0.842105,1.000000,0.727273,tn=5 fp=0 fn=3 tp=8,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,19,16,16,0.590909,0.909091,0.971591,0.307692,1.000000,0.181818,tn=5 fp=0 fn=9 tp=2,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,20,16,16,0.636364,0.963636,0.984160,0.428571,1.000000,0.272727,tn=5 fp=0 fn=8 tp=3,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,21,16,16,0.727273,1.000000,1.000000,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,22,16,16,0.636364,0.981818,0.992424,0.428571,1.000000,0.272727,tn=5 fp=0 fn=8 tp=3,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,23,16,16,0.681818,0.927273,0.972255,0.533333,1.000000,0.363636,tn=5 fp=0 fn=7 tp=4,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,24,16,16,0.727273,0.981818,0.992424,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,25,16,16,0.727273,1.000000,1.000000,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,26,16,16,0.681818,1.000000,1.000000,0.533333,1.000000,0.363636,tn=5 fp=0 fn=7 tp=4,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,27,16,16,0.727273,0.981818,0.992424,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,28,16,16,0.727273,1.000000,1.000000,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,29,16,16,0.772727,1.000000,1.000000,0.705882,1.000000,0.545455,tn=5 fp=0 fn=5 tp=6,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,30,16,16,0.772727,1.000000,1.000000,0.705882,1.000000,0.545455,tn=5 fp=0 fn=5 tp=6,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,31,16,16,0.727273,1.000000,1.000000,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,32,16,16,0.727273,1.000000,1.000000,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,33,16,16,0.727273,1.000000,1.000000,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,34,16,16,0.727273,1.000000,1.000000,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_false_belief_pressure,closed_context_false_belief_pressure,35,16,16,0.727273,1.000000,1.000000,0.625000,1.000000,0.454545,tn=5 fp=0 fn=6 tp=5,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,0,28,28,0.625000,0.697917,0.394298,0.315789,0.200000,0.750000,tn=12 fp=12 fn=1 tp=3,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,1,28,28,0.666667,0.791667,0.437500,0.352941,0.230769,0.750000,tn=14 fp=10 fn=1 tp=3,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,2,28,28,0.687500,0.854167,0.600733,0.375000,0.250000,0.750000,tn=15 fp=9 fn=1 tp=3,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,3,28,28,0.666667,0.760417,0.312500,0.333333,0.200000,1.000000,tn=8 fp=16 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,4,28,28,0.541667,0.604167,0.239312,0.260870,0.157895,0.750000,tn=8 fp=16 fn=1 tp=3,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,5,28,28,0.541667,0.520833,0.253034,0.260870,0.157895,0.750000,tn=8 fp=16 fn=1 tp=3,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,6,28,28,0.437500,0.416667,0.158191,0.000000,0.000000,0.000000,tn=21 fp=3 fn=4 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,7,28,28,0.541667,0.500000,0.207509,0.222222,0.200000,0.250000,tn=20 fp=4 fn=3 tp=1,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,8,28,28,0.479167,0.302083,0.124573,0.000000,0.000000,0.000000,tn=23 fp=1 fn=4 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,9,28,28,0.500000,0.593750,0.291667,0.000000,0.000000,0.000000,tn=24 fp=0 fn=4 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,10,28,28,0.500000,0.760417,0.618056,0.000000,0.000000,0.000000,tn=24 fp=0 fn=4 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,11,28,28,0.500000,0.750000,0.612395,0.000000,0.000000,0.000000,tn=24 fp=0 fn=4 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,12,28,28,0.500000,0.677083,0.453147,0.000000,0.000000,0.000000,tn=24 fp=0 fn=4 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,13,28,28,0.625000,0.739583,0.491071,0.400000,1.000000,0.250000,tn=24 fp=0 fn=3 tp=1,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,14,28,28,0.500000,0.635417,0.403147,0.000000,0.000000,0.000000,tn=24 fp=0 fn=4 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,15,28,28,0.500000,0.531250,0.372987,0.000000,0.000000,0.000000,tn=24 fp=0 fn=4 tp=0,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,16,28,28,0.541667,0.541667,0.255383,0.250000,0.166667,0.500000,tn=14 fp=10 fn=2 tp=2,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,17,28,28,0.437500,0.604167,0.455978,0.190476,0.117647,0.500000,tn=9 fp=15 fn=2 tp=2,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,18,28,28,0.645833,0.572917,0.412807,0.363636,0.285714,0.500000,tn=19 fp=5 fn=2 tp=2,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,19,28,28,0.604167,0.958333,0.816667,0.296296,0.173913,1.000000,tn=5 fp=19 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,20,28,28,0.625000,0.968750,0.854167,0.307692,0.181818,1.000000,tn=6 fp=18 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,21,28,28,0.750000,1.000000,1.000000,0.400000,0.250000,1.000000,tn=12 fp=12 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,22,28,28,0.708333,1.000000,1.000000,0.363636,0.222222,1.000000,tn=10 fp=14 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,23,28,28,0.770833,1.000000,1.000000,0.421053,0.266667,1.000000,tn=13 fp=11 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,24,28,28,0.916667,1.000000,1.000000,0.666667,0.500000,1.000000,tn=20 fp=4 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,25,28,28,0.916667,1.000000,1.000000,0.666667,0.500000,1.000000,tn=20 fp=4 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,26,28,28,0.895833,1.000000,1.000000,0.615385,0.444444,1.000000,tn=19 fp=5 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,27,28,28,0.895833,1.000000,1.000000,0.615385,0.444444,1.000000,tn=19 fp=5 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,28,28,28,0.916667,1.000000,1.000000,0.666667,0.500000,1.000000,tn=20 fp=4 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,29,28,28,0.916667,1.000000,1.000000,0.666667,0.500000,1.000000,tn=20 fp=4 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,30,28,28,0.979167,1.000000,1.000000,0.888889,0.800000,1.000000,tn=23 fp=1 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,31,28,28,0.979167,1.000000,1.000000,0.888889,0.800000,1.000000,tn=23 fp=1 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,32,28,28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=24 fp=0 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,33,28,28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=24 fp=0 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,34,28,28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=24 fp=0 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_false_belief_pressure,35,28,28,0.979167,1.000000,1.000000,0.888889,0.800000,1.000000,tn=23 fp=1 fn=0 tp=4,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,0,19,19,0.627778,0.666667,0.633203,0.588235,0.625000,0.555556,tn=7 fp=3 fn=4 tp=5,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,1,19,19,0.683333,0.611111,0.609113,0.666667,0.666667,0.666667,tn=7 fp=3 fn=3 tp=6,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,2,19,19,0.788889,0.766667,0.755589,0.777778,0.777778,0.777778,tn=8 fp=2 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,3,19,19,0.683333,0.755556,0.644565,0.666667,0.666667,0.666667,tn=7 fp=3 fn=3 tp=6,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,4,19,19,0.738889,0.733333,0.615596,0.736842,0.700000,0.777778,tn=7 fp=3 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,5,19,19,0.738889,0.788889,0.701058,0.736842,0.700000,0.777778,tn=7 fp=3 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,6,19,19,0.683333,0.744444,0.669170,0.666667,0.666667,0.666667,tn=7 fp=3 fn=3 tp=6,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,7,19,19,0.733333,0.833333,0.780071,0.705882,0.750000,0.666667,tn=8 fp=2 fn=3 tp=6,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,8,19,19,0.788889,0.822222,0.770750,0.777778,0.777778,0.777778,tn=8 fp=2 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,9,19,19,0.838889,0.933333,0.906041,0.823529,0.875000,0.777778,tn=9 fp=1 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,10,19,19,0.894444,0.977778,0.976543,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,11,19,19,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,tn=10 fp=0 fn=0 tp=9,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,12,19,19,0.894444,0.977778,0.976543,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,13,19,19,0.894444,0.977778,0.976543,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,14,19,19,0.944444,0.966667,0.972222,0.941176,1.000000,0.888889,tn=10 fp=0 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,15,19,19,0.894444,0.922222,0.934083,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,16,19,19,0.783333,0.911111,0.929321,0.750000,0.857143,0.666667,tn=9 fp=1 fn=3 tp=6,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,17,19,19,0.788889,0.888889,0.915278,0.777778,0.777778,0.777778,tn=8 fp=2 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,18,19,19,0.788889,0.900000,0.919444,0.777778,0.777778,0.777778,tn=8 fp=2 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,19,19,19,0.838889,0.888889,0.889815,0.823529,0.875000,0.777778,tn=9 fp=1 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,20,19,19,0.838889,0.855556,0.807892,0.823529,0.875000,0.777778,tn=9 fp=1 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,21,19,19,0.894444,0.922222,0.896950,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,22,19,19,0.838889,0.922222,0.896950,0.823529,0.875000,0.777778,tn=9 fp=1 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,23,19,19,0.783333,0.944444,0.943687,0.750000,0.857143,0.666667,tn=9 fp=1 fn=3 tp=6,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,24,19,19,0.783333,0.955556,0.953563,0.750000,0.857143,0.666667,tn=9 fp=1 fn=3 tp=6,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,25,19,19,0.838889,0.966667,0.962654,0.823529,0.875000,0.777778,tn=9 fp=1 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,26,19,19,0.894444,0.977778,0.976543,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,27,19,19,0.894444,0.977778,0.976543,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,28,19,19,0.838889,0.977778,0.976543,0.823529,0.875000,0.777778,tn=9 fp=1 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,29,19,19,0.894444,0.977778,0.976543,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,30,19,19,0.894444,0.977778,0.976543,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,31,19,19,0.838889,0.977778,0.976543,0.823529,0.875000,0.777778,tn=9 fp=1 fn=2 tp=7,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,32,19,19,0.894444,0.988889,0.988889,0.888889,0.888889,0.888889,tn=9 fp=1 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,33,19,19,0.944444,0.988889,0.988889,0.941176,1.000000,0.888889,tn=10 fp=0 fn=1 tp=8,0.500000,1.0
strict,evidence_emotional_pressure,evidence_emotional_pressure,34,19,19,0.944444,0.988889,0.988889,0.941176,1.000000,0.888889,tn=10 fp=0 fn=1 tp=8,0.500000,1.0
