analysis_kind,metric_name,layer_index,all_8_families_mean,all_8_families_median,excluding_policy_library_checkout_003_mean,excluding_policy_library_checkout_003_median,policy_library_checkout_003_alone_mean,policy_library_checkout_003_alone_median
delta_norm,emotional_pressure_delta,16,45.88993740081787,45.925724029541016,45.822801317487446,45.49155807495117,46.35988998413086,46.35988998413086
delta_norm,false_pressure_delta,16,54.03421688079834,53.11209487915039,54.37456675938198,53.38499450683594,51.65176773071289,51.65176773071289
delta_norm,true_pressure_delta,16,54.46674299240112,54.98016166687012,55.25042997087751,55.730201721191406,48.980934143066406,48.980934143066406
delta_norm,closed_context_delta,17,98.34204959869385,95.56428146362305,98.8019300188337,96.00567626953125,95.12288665771484,95.12288665771484
delta_norm,distractor_delta,17,64.4365668296814,66.14175415039062,64.08872386387416,65.41204071044922,66.87146759033203,66.87146759033203
delta_norm,emotional_pressure_delta,17,66.67908477783203,66.98937225341797,66.4857907976423,65.94660186767578,68.03214263916016,68.03214263916016
delta_norm,false_pressure_delta,17,74.74045944213867,73.40549087524414,75.10843876429966,74.48358917236328,72.16460418701172,72.16460418701172
delta_norm,true_pressure_delta,17,79.95476722717285,79.21717834472656,80.35149928501674,79.3945541381836,77.17764282226562,77.17764282226562
delta_norm,closed_context_delta,18,128.0557985305786,126.77715301513672,128.8138209751674,128.17774963378906,122.74964141845703,122.74964141845703
delta_norm,distractor_delta,18,80.76487827301025,83.32497024536133,79.86360713413784,81.5230712890625,87.07377624511719,87.07377624511719
delta_norm,emotional_pressure_delta,18,84.12309074401855,83.56425857543945,83.69539860316685,83.18992614746094,87.11693572998047,87.11693572998047
delta_norm,false_pressure_delta,18,98.47347354888916,95.31793975830078,98.68522208077567,93.64464569091797,96.9912338256836,96.9912338256836
delta_norm,true_pressure_delta,18,105.27363586425781,103.48506927490234,105.63941192626953,104.2569351196289,102.71320343017578,102.71320343017578
delta_norm,closed_context_delta,19,162.58919143676758,162.15750122070312,162.6827872140067,162.3809814453125,161.93402099609375,161.93402099609375
delta_norm,distractor_delta,19,101.38784408569336,103.63382339477539,99.24018096923828,102.5103759765625,116.4214859008789,116.4214859008789
delta_norm,emotional_pressure_delta,19,106.53783512115479,108.39946746826172,105.8667482648577,106.86260986328125,111.23544311523438,111.23544311523438
delta_norm,false_pressure_delta,19,124.9089527130127,124.41673278808594,124.38856942313058,120.28182983398438,128.5516357421875,128.5516357421875
delta_norm,true_pressure_delta,19,135.2961072921753,133.25214385986328,134.15736716134208,132.0778350830078,143.2672882080078,143.2672882080078
delta_norm,closed_context_delta,20,200.1297435760498,198.40744018554688,199.93963623046875,197.53768920898438,201.4604949951172,201.4604949951172
delta_norm,distractor_delta,20,127.1924695968628,125.80672073364258,122.75696563720703,124.16558837890625,158.24099731445312,158.24099731445312
delta_norm,emotional_pressure_delta,20,127.7194595336914,129.53195190429688,126.6776624407087,128.4049530029297,135.0120391845703,135.0120391845703
delta_norm,false_pressure_delta,20,153.2642593383789,149.60842895507812,151.7397242954799,145.91500854492188,163.93600463867188,163.93600463867188
delta_norm,true_pressure_delta,20,166.11405563354492,162.09371185302734,163.96497235979353,161.3169403076172,181.1576385498047,181.1576385498047
delta_norm,closed_context_delta,21,259.98411750793457,257.2436828613281,261.91177804129467,266.4444885253906,246.49049377441406,246.49049377441406
delta_norm,distractor_delta,21,161.0185031890869,152.45765686035156,150.98736136300224,151.20867919921875,231.2364959716797,231.2364959716797
delta_norm,emotional_pressure_delta,21,161.55524063110352,163.00791931152344,159.75070190429688,161.41688537597656,174.18701171875,174.18701171875
delta_norm,false_pressure_delta,21,201.2899341583252,201.16541290283203,200.83698163713728,200.75865173339844,204.46060180664062,204.46060180664062
delta_norm,true_pressure_delta,21,222.6298770904541,218.0699005126953,210.97794669015067,217.94338989257812,304.1933898925781,304.1933898925781
delta_norm,closed_context_delta,22,310.48093032836914,308.4805450439453,312.8341326032366,314.6634216308594,294.0085144042969,294.0085144042969
delta_norm,distractor_delta,22,187.3865852355957,176.86166381835938,175.99915422712053,173.7239227294922,267.0986022949219,267.0986022949219
delta_norm,emotional_pressure_delta,22,192.50465202331543,196.97189331054688,191.22680010114397,196.59507751464844,201.44961547851562,201.44961547851562
delta_norm,false_pressure_delta,22,235.11471366882324,232.80098724365234,233.39664132254464,229.01156616210938,247.14122009277344,247.14122009277344
delta_norm,true_pressure_delta,22,261.1127166748047,252.62035369873047,248.2571018763951,251.33294677734375,351.1020202636719,351.1020202636719
delta_norm,closed_context_delta,23,377.3614196777344,377.96209716796875,380.73485020228793,386.566650390625,353.7474060058594,353.7474060058594
delta_norm,distractor_delta,23,227.8286247253418,215.1735610961914,213.90482439313615,210.62791442871094,325.29522705078125,325.29522705078125
delta_norm,emotional_pressure_delta,23,234.84960746765137,241.92355346679688,233.50471932547433,240.78350830078125,244.26382446289062,244.26382446289062
delta_norm,false_pressure_delta,23,281.7435493469238,278.8376922607422,279.6957310267857,275.7236633300781,296.0782775878906,296.0782775878906
delta_norm,true_pressure_delta,23,314.4790153503418,300.21624755859375,298.4767368861607,299.4989929199219,426.4949645996094,426.4949645996094
delta_norm,closed_context_delta,24,453.0450744628906,450.7178955078125,457.31004115513394,457.68182373046875,423.1903076171875,423.1903076171875
