condition,layer,layer_bucket,n_families,pearson_r,spearman_rho,r2,mse,mae,baseline_mse,absolute_mse_improvement,relative_mse_improvement,mean_alpha_used,alpha_values_used_json
distractor_delta,11,early,36,0.39986693930499456,0.41053039465729113,0.026962548407925446,0.626927951461346,0.5837878758708636,0.6816430234291556,0.05471507196780967,0.08026939334397266,1.0,"{""1.0"": 36}"
distractor_delta,12,middle,36,0.3698123913628424,0.45957777012434287,-0.0024929142357998924,0.6459061036633629,0.6285110761721929,0.6816430234291556,0.03573691976579274,0.05242761759081797,1.0,"{""1.0"": 36}"
distractor_delta,13,middle,36,0.3452889407113408,0.39559733545997355,-0.042265611084263854,0.6715316490300934,0.6453445429603258,0.6816430234291556,0.010111374399062178,0.014833826580069254,1.0,"{""1.0"": 36}"
distractor_delta,14,middle,36,0.3980707917494957,0.38761587278554516,0.04881314836466555,0.6128496116742528,0.6215365015798144,0.6816430234291556,0.06879341175490283,0.10092293090424721,1.0,"{""1.0"": 36}"
distractor_delta,15,middle,36,0.5219824558377458,0.5446704608952646,0.23772627800694135,0.4911328975056445,0.5636885994010501,0.6816430234291556,0.19051012592351113,0.2794866511874616,1.0,"{""1.0"": 36}"
distractor_delta,16,middle,36,0.7033047373667918,0.6857621236561272,0.49312763964176554,0.32657782083498316,0.42182281530565685,0.6816430234291556,0.35506520259417246,0.5208961148137901,1.0,"{""1.0"": 36}"
distractor_delta,17,middle,36,0.741348663044959,0.7317199006685615,0.5495379672012861,0.29023265134506315,0.43598972260951996,0.6816430234291556,0.39141037208409246,0.5742160612383536,1.0,"{""1.0"": 36}"
distractor_delta,18,middle,36,0.7353404854717555,0.6746910625270814,0.5406408999897322,0.2959650310307855,0.42618051502439713,0.6816430234291556,0.38567799239837014,0.5658064106020361,1.0,"{""1.0"": 36}"
distractor_delta,19,middle,36,0.6604549101456297,0.5552265889485408,0.4343758749792902,0.3644315780612017,0.5160156918896569,0.6816430234291556,0.3172114453679539,0.46536300448312634,1.0,"{""1.0"": 36}"
distractor_delta,20,middle,36,0.534572453459443,0.4096292617746944,0.27351825892736614,0.4680721270897976,0.6019632733530469,0.6816430234291556,0.213570896339358,0.3133178056527924,1.0,"{""1.0"": 36}"
distractor_delta,21,middle,36,0.6472206047905069,0.5791709769718258,0.4051218440310085,0.38327994783811525,0.5427502443393072,0.6816430234291556,0.29836307559104036,0.4377116251994469,1.0,"{""1.0"": 36}"
