anchor,layer_index,layer_bucket,cosine_pair,n_families,mean_cosine,median_cosine,std_cosine,min_cosine,max_cosine
end_of_answer_choices,18,middle,false_rationale_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,authority_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,emotional_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,emotional_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,false_belief_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,false_belief_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,false_belief_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,false_belief_vs_false_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,false_belief_vs_true_belief,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,false_belief_vs_true_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,false_rationale_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,19,middle,false_rationale_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,authority_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,emotional_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,emotional_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,false_belief_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,false_belief_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,false_belief_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,false_belief_vs_false_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,false_belief_vs_true_belief,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,false_belief_vs_true_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,false_rationale_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,20,middle,false_rationale_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,authority_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,emotional_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,emotional_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,false_belief_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,false_belief_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,false_belief_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,false_belief_vs_false_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,false_belief_vs_true_belief,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,false_belief_vs_true_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,false_rationale_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,21,middle,false_rationale_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,authority_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,emotional_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,emotional_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,false_belief_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,false_belief_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,false_belief_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,false_belief_vs_false_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,false_belief_vs_true_belief,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,false_belief_vs_true_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,false_rationale_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,22,middle,false_rationale_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,authority_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,emotional_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,emotional_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,false_belief_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,false_belief_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,false_belief_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,false_belief_vs_false_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,false_belief_vs_true_belief,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,false_belief_vs_true_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,false_rationale_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,23,middle,false_rationale_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,authority_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,emotional_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,emotional_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,false_belief_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,false_belief_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,false_belief_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,false_belief_vs_false_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,false_belief_vs_true_belief,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,false_belief_vs_true_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,false_rationale_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,24,late,false_rationale_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,25,late,authority_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,25,late,emotional_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,25,late,emotional_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,25,late,false_belief_vs_authority,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,25,late,false_belief_vs_distractor,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,25,late,false_belief_vs_emotional,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,25,late,false_belief_vs_false_rationale,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,25,late,false_belief_vs_true_belief,80,0.0,0.0,0.0,0.0,0.0
end_of_answer_choices,25,late,false_belief_vs_true_rationale,80,0.0,0.0,0.0,0.0,0.0
