delta_type,behavior_delta_name,sensitivity_threshold,layer_index,layer_bucket,high_sensitivity_n,low_sensitivity_n,high_sensitivity_mean_behavior_delta,low_sensitivity_mean_behavior_delta,high_sensitivity_mean_delta_norm,high_sensitivity_std_delta_norm,low_sensitivity_mean_delta_norm,low_sensitivity_std_delta_norm,mean_delta_norm_gap_high_minus_low,abs_mean_delta_norm_gap,separation_rank_by_abs_gap,is_top3_separation_layer,top3_separating_layers,high_sensitivity_has_any_flip,low_sensitivity_has_any_flip,high_sensitivity_flip_family_ids,low_sensitivity_flip_family_ids
closed_context_delta,delta_closed_context,1.3828125,20,middle,18,18,-3.6753472222222223,-0.2222222222222222,19.628424962361652,1.8596849882885937,18.47138934665256,1.8091869737501778,1.1570356157090913,1.1570356157090913,15,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,21,middle,18,18,-3.6753472222222223,-0.2222222222222222,22.58615016937256,2.699043993517562,20.70027796427409,2.1304778002212843,1.8858722050984689,1.8858722050984689,14,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,22,middle,18,18,-3.6753472222222223,-0.2222222222222222,23.108265664842392,3.296404935467333,20.70484193166097,2.180228696323852,2.403423733181423,2.403423733181423,13,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,23,middle,18,18,-3.6753472222222223,-0.2222222222222222,27.07664023505317,3.9049721364848744,23.78105968899197,2.065967221823646,3.295580546061199,3.295580546061199,12,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,24,late,18,18,-3.6753472222222223,-0.2222222222222222,32.09218374888102,4.708588229486504,27.60827424791124,2.362958443217331,4.48390950096978,4.48390950096978,10,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,25,late,18,18,-3.6753472222222223,-0.2222222222222222,32.343367364671494,4.577106275165284,27.826595942179363,2.1750838188690715,4.5167714224921305,4.5167714224921305,9,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,26,late,18,18,-3.6753472222222223,-0.2222222222222222,34.99187130398221,4.606857117770537,30.720093727111816,2.3088583988134657,4.271777576870392,4.271777576870392,11,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,27,late,18,18,-3.6753472222222223,-0.2222222222222222,37.91146490308974,4.954769175073311,33.066647953457306,2.3979746671087487,4.844816949632431,4.844816949632431,8,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,28,late,18,18,-3.6753472222222223,-0.2222222222222222,41.10655530293783,5.512283040736419,35.525994300842285,2.6853174137300937,5.580561002095543,5.580561002095543,7,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,29,late,18,18,-3.6753472222222223,-0.2222222222222222,43.79976336161295,6.361572320677354,37.39913813273112,2.7417392549842683,6.400625228881836,6.400625228881836,6,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,30,late,18,18,-3.6753472222222223,-0.2222222222222222,48.58607546488444,8.118573596301903,41.31831190321181,3.031575110026874,7.267763561672631,7.267763561672631,5,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,31,late,18,18,-3.6753472222222223,-0.2222222222222222,54.24139828152127,9.558019407016435,46.04042010837131,3.307509777125068,8.200978173149963,8.200978173149963,2,True,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,32,late,18,18,-3.6753472222222223,-0.2222222222222222,63.19301795959473,10.009076283281955,54.634369956122505,3.306006271387599,8.558648003472221,8.558648003472221,1,True,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,33,late,18,18,-3.6753472222222223,-0.2222222222222222,73.13614145914714,10.02375555110148,65.12082778082953,3.4709435582874852,8.01531367831761,8.01531367831761,3,True,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,34,late,18,18,-3.6753472222222223,-0.2222222222222222,89.5755500793457,8.984123362823812,81.69490814208984,3.266750178044468,7.880641937255859,7.880641937255859,4,False,"32,31,33",True,False,logic_tournament_036,
closed_context_delta,delta_closed_context,1.3828125,35,late,18,18,-3.6753472222222223,-0.2222222222222222,38.384812884860565,5.005808121434183,38.61748123168945,2.8297042090629536,-0.2326683468288877,0.2326683468288877,19,False,"32,31,33",True,False,logic_tournament_036,
