delta_type,behavior_delta_name,behavior_metric,layer_index,layer_bucket,n_families,projection_mean,projection_median,projection_std,projection_min,projection_max,degradation_mean,degradation_std,pearson_correlation,spearman_correlation
distractor_delta,delta_distractor,abs(delta_distractor),7,early,36,-0.1175634219414658,-0.0010974258184432983,1.036734780864082,-2.7325549125671387,2.2224416732788086,0.7977430555555556,0.5223797932436464,0.052118086121299305,0.011716236228670804
distractor_delta,delta_distractor,abs(delta_distractor),8,early,36,0.03883871725863881,0.002747267484664917,1.1256555606602054,-2.8548011779785156,2.3826379776000977,0.7977430555555556,0.5223797932436464,0.2653227895433999,0.2856959141914342
distractor_delta,delta_distractor,abs(delta_distractor),9,early,36,-0.2757742847833369,-0.2406112179160118,1.120283949971841,-3.110215663909912,1.4201161861419678,0.7977430555555556,0.5223797932436464,0.04528916875821443,0.08433115087669645
distractor_delta,delta_distractor,abs(delta_distractor),10,early,36,0.10267861973908213,0.3011474162340164,1.1632633533667738,-2.544865608215332,2.2929913997650146,0.7977430555555556,0.5223797932436464,-0.0697915966359681,-0.007081241676669167
distractor_delta,delta_distractor,abs(delta_distractor),11,early,36,-0.1148804451028506,-0.15673577785491943,0.8488374055887323,-1.9124832153320312,1.4116542339324951,0.7977430555555556,0.5223797932436464,-0.1296194296362734,-0.07982490617336152
distractor_delta,delta_distractor,abs(delta_distractor),12,middle,36,-0.10607629641890526,-0.28135349601507187,1.0928971299128523,-2.929157257080078,2.1442627906799316,0.7977430555555556,0.5223797932436464,0.04158112912307705,0.06295867599802223
distractor_delta,delta_distractor,abs(delta_distractor),13,middle,36,0.04424909129738808,0.06738506257534027,0.9983809407767069,-1.872412919998169,2.4645309448242188,0.7977430555555556,0.5223797932436464,-0.2530996827202523,-0.21578474636540954
distractor_delta,delta_distractor,abs(delta_distractor),14,middle,36,-0.08978425463040669,-0.02674943208694458,0.9490105521192712,-2.2133007049560547,1.708275556564331,0.7977430555555556,0.5223797932436464,-0.05858478655680484,-0.02613621927934256
distractor_delta,delta_distractor,abs(delta_distractor),15,middle,36,0.3462026160624292,0.1582736372947693,1.0452524492522768,-1.2552204132080078,2.6353909969329834,0.7977430555555556,0.5223797932436464,0.2819982978257338,0.1942835216380686
distractor_delta,delta_distractor,abs(delta_distractor),16,middle,36,0.1042634207341406,0.07737333327531815,0.9516268743028133,-1.8109114170074463,1.9986910820007324,0.7977430555555556,0.5223797932436464,0.023937733315015322,0.06501867357668963
distractor_delta,delta_distractor,abs(delta_distractor),17,middle,36,-0.29333271665705574,-0.4769456684589386,1.1597487019444286,-2.7481801509857178,2.4046192169189453,0.7977430555555556,0.5223797932436464,-0.029197448441810717,-0.08870864573136467
distractor_delta,delta_distractor,abs(delta_distractor),18,middle,36,-0.009461622271272872,-0.12233589589595795,0.9798132194969801,-1.6981022357940674,2.959655284881592,0.7977430555555556,0.5223797932436464,0.19170345760388613,0.24604096080208687
distractor_delta,delta_distractor,abs(delta_distractor),19,middle,36,0.0870203288892905,0.15435191988945007,1.31885488483761,-2.7545132637023926,2.7533857822418213,0.7977430555555556,0.5223797932436464,0.22393160237854293,0.10853612242603833
distractor_delta,delta_distractor,abs(delta_distractor),20,middle,36,-0.22558245642317665,-0.18966805934906006,1.069548836028729,-2.844949245452881,1.8760937452316284,0.7977430555555556,0.5223797932436464,0.02133216292490849,0.006566242282002319
distractor_delta,delta_distractor,abs(delta_distractor),21,middle,36,0.00830976665019989,-0.12090066075325012,1.1190312917662848,-2.378800630569458,2.0311105251312256,0.7977430555555556,0.5223797932436464,0.11752551476659437,-0.03154371292334447
distractor_delta,delta_distractor,abs(delta_distractor),22,middle,36,0.18132665380835533,0.30284418165683746,0.8589168189508092,-1.5769935846328735,1.9402750730514526,0.7977430555555556,0.5223797932436464,0.15595875317931643,0.17394104554872808
distractor_delta,delta_distractor,abs(delta_distractor),23,middle,36,0.16355983540415764,0.16967467963695526,1.0395479903512432,-2.743797779083252,1.9874721765518188,0.7977430555555556,0.5223797932436464,-0.2766164457824903,-0.2977983999661052
distractor_delta,delta_distractor,abs(delta_distractor),24,late,36,0.09190078121092585,-0.029470160603523254,1.3379032764844616,-3.5633716583251953,4.11501407623291,0.7977430555555556,0.5223797932436464,-0.0049293887525700695,0.01879747790533997
distractor_delta,delta_distractor,abs(delta_distractor),25,late,36,0.02854613007770644,-0.20347681641578674,1.157776617854223,-2.1446845531463623,3.381488084793091,0.7977430555555556,0.5223797932436464,-0.1571119798731235,-0.1857860316260656
distractor_delta,delta_distractor,abs(delta_distractor),26,late,36,-0.06521042146616512,0.09674372524023056,0.9615731119887846,-1.9310057163238525,2.0982825756073,0.7977430555555556,0.5223797932436464,0.16750779570662996,0.1358310903433813
distractor_delta,delta_distractor,abs(delta_distractor),27,late,36,-0.4218735160926978,-0.15408526360988617,1.156660047220309,-4.764247894287109,1.1192660331726074,0.7977430555555556,0.5223797932436464,0.23780212097880635,0.309514636194776
distractor_delta,delta_distractor,abs(delta_distractor),28,late,36,0.395023696952396,0.5150735974311829,0.9397860150927447,-1.4928021430969238,2.2636640071868896,0.7977430555555556,0.5223797932436464,0.0492046562905827,0.03167246277201118
distractor_delta,delta_distractor,abs(delta_distractor),29,late,36,0.42621521941489643,0.4951550364494324,0.9151291984362834,-1.2671911716461182,2.3542184829711914,0.7977430555555556,0.5223797932436464,0.05375847849691262,0.11690486258937462
distractor_delta,delta_distractor,abs(delta_distractor),30,late,36,-0.49586641581522095,-0.2649138420820236,1.002244302060034,-2.8574604988098145,2.2857532501220703,0.7977430555555556,0.5223797932436464,-0.11650138876018078,-0.08239990314669576
distractor_delta,delta_distractor,abs(delta_distractor),31,late,36,0.0188433900475502,-0.07300521433353424,1.0818557132651492,-2.1199021339416504,2.8294804096221924,0.7977430555555556,0.5223797932436464,-0.054045843828141954,-0.10068238165736888
distractor_delta,delta_distractor,abs(delta_distractor),32,late,36,0.09323910789357291,-0.23586533963680267,1.3095273618743095,-1.821614384651184,4.200484752655029,0.7977430555555556,0.5223797932436464,0.027431065437271973,0.1337710927647139
distractor_delta,delta_distractor,abs(delta_distractor),33,late,36,0.10093339615397984,0.1807517111301422,1.0982008419959355,-2.4308295249938965,2.2884819507598877,0.7977430555555556,0.5223797932436464,0.18747427558973415,0.03901120414601378
distractor_delta,delta_distractor,abs(delta_distractor),34,late,36,-0.24228161366449463,-0.29971082508563995,1.1939594759638124,-2.4782118797302246,2.608380079269409,0.7977430555555556,0.5223797932436464,0.07256869109508944,0.00360499576266794
distractor_delta,delta_distractor,abs(delta_distractor),35,late,36,0.05791426201661428,-0.08821970224380493,1.0089873165793986,-1.5592448711395264,1.9063999652862549,0.7977430555555556,0.5223797932436464,0.08617262779818684,0.07518991162135988
